time;distribution;dataset;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;alpha;x;y;remove topic;num_removed_client
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.0;1.0;worst;4.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.125;1.0000001192092896;worst;0.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.25;1.0;worst;7.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.375;0.9999994039535522;worst;6.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.5;0.9980694055557251;worst;5.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.625;0.9929395318031311;worst;2.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.75;0.9633702039718628;worst;1.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.875;0.8856887817382812;worst;3.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.0;1.0;best;2.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.125;0.8420582413673401;best;5.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.25;0.7744579911231995;best;6.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.375;0.7205300331115723;best;3.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.5;0.6346105933189392;best;1.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.625;0.30277642607688904;best;0.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.75;0.09409657120704651;best;7.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.875;0.03908178582787514;best;4.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.0;1.0;worst;4.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.125;1.0000001192092896;worst;7.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.25;0.9999999403953552;worst;0.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.375;0.9999906420707703;worst;1.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.5;0.9992315769195557;worst;3.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.625;0.9962168335914612;worst;6.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.75;0.9931333065032959;worst;5.0
2024-03-30 03:02:13;quantity skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.4;0.875;0.976388692855835;worst;2.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.0;1.0;best;3.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.125;0.6761950254440308;best;2.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.25;0.4102773666381836;best;1.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.375;0.19966387748718262;best;5.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.5;0.18120235204696655;best;6.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.625;-0.009794308803975582;best;7.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.75;-0.0368441604077816;best;4.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.875;-0.05109661817550659;best;0.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.0;1.0;worst;0.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.125;0.9988895654678345;worst;4.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.25;0.9961190223693848;worst;7.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.375;0.9901837706565857;worst;6.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.5;0.9968516230583191;worst;5.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.625;0.9749422073364258;worst;1.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.75;0.8555800318717957;worst;2.0
2024-03-30 03:02:13;label skew;tictactoe;6694;8;TicTacToeMLP;0.008;80;16;16;gradient_similarity;ShapleyValue;0.8;0.875;0.6539724469184875;worst;3.0
